dataset,Class,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean
14_mfeat-fourier,Tuning,10.0,76.0,76.0,0.0,2000.0,0.038,1.0,0.0,10.0,10.0,10.0,0.0,10.0,0.1,0.1,0.1,0.0,0.447565,0.447565,3.117321,3.117321,0.153904,0.970848,0.184534,2.302585,1.0,2.09383,0.550043,2.302585,0.201015,11.454774,9.416269,13.0,14.0,0.171053,0.0065,0.071429,2.0,6.0,3.714286,1.380131,2.0,8.0,6.071429,1.817195,0.0,3.0,0.171053,0.500351,0.7965,0.1245,0.1985,0.158533,0.019783,0.1535,0.182,0.8015,2.412,22.0059,0.000227,0.979,0.979,0.5999,0.0479,0.2236,0.298,0.801,0.198,0.043,1.0,26.316,141664.0,141.664,0.070867,200.0,0.0,28.764,0.099675,0.873041,1.003467,0.6940639636606983,0.3645530944291182,-0.0348023557180157,0.0068948988345785,0.7372522755791555,0.7872601391402,0.7087918536482536,-2.904990747370542,15.687284278975737,2.644794858176718,0.001,499.9999995,2.3701696257161498,0.2714090469682322,0.3422405429436616,0.039467601637197,25.0,1.0,0.0577731953771665,0.9961925398354814,0.3708818584856393,0.4506739254914747,-1.3829366020520923,2.4062954892216903,6.0423668346517525,0.8995741922235748,0.1647342918033244,0.2705666666666667,2.51106601899654,0.5961821586567877,0.0,18.677758678683503,8.163243307227642,0.0270864514963225,0.0304688199949151,0.5346252458065694,0.1365012627990278,0.1947568977287185,60.33927948718949,0.4472666666666666,6.4863374938813445,1.184285976268501,11.788389011494187,9.954005407230772,0.8119995419190599,23.15352391413765,30000.0,0.1,0.855922787193974,0.3747092084118016
1504_steel-plates-fault,Tuning,2.0,33.0,33.0,0.0,1941.0,0.017002,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.346728,0.653272,0.5,0.216759,2.768141,2.768141,46.516907,46.516907,0.238996,1.0,1.0,0.645398,0.931112,1.219939,0.322378,0.645398,0.029387,21.962181,40.513195,6.0,7.0,0.181818,0.003091,0.142857,2.0,2.0,2.0,0.0,2.0,7.0,4.857143,1.9518,0.0,1.0,0.181818,0.391675,0.410098,0.653272,0.706337,0.656519,0.010202,0.653272,0.653272,0.997424,0.464,26.962,0.0,0.207,0.878,0.000325,0.0,0.05,0.02,0.265,0.003,0.126,0.682,58.818,200065.0,206.146316,0.106261,1268.0,1e-06,931.890263,0.288079,0.721733,2.603068,0.4892211098145932,0.2618658959403187,-0.0249083877442739,0.0233368414497321,0.6790910059397219,1.429861973878461,1.390687603122768,4.481931890502059,15.636059369352594,1.9619274614523012,0.0,500000000000.0,1.9619274614523012,0.684556151871729,0.3854619921695436,0.0416662048235896,25.0,1.0,-0.0965137524711963,0.9995479527334225,0.4212400437965564,1.0739504681883338,-0.7810867594489714,9.073076968340551,34.42441602641281,0.7916318540880748,0.3613738659909387,0.5880666666666666,3.794128072155566,0.1491013645186648,1.1128607950902153e-148,14.766996370980774,6.920824536518856,0.009075234811808,0.0150992874326096,0.2868367869092593,0.0435617972508937,0.1657833445116144,73.57158680469105,0.2489666666666666,3.7696294387846487,3.3307581518077236,4.208500725761573,1.2635263606504132,0.5762986603913832,53.329690445753045,30000.0,0.5,1.0,0.630903515231166
1506_thoracic-surgery,Tuning,2.0,16.0,3.0,13.0,470.0,0.034043,0.1875,0.8125,2.0,7.0,2.571429,1.398586,36.0,0.148936,0.851064,0.5,0.496479,2.476082,3.358267,18.300993,28.598043,0.118813,0.350963,1.0,0.420859,0.607172,0.538157,0.436201,0.75853,0.004668,90.168024,114.298731,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.707107,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.823404,0.851064,0.851064,0.851064,0.0,0.851064,0.851064,0.770213,0.009,0.71,0.0,0.077,0.109,0.298,0.149,0.5,0.338,0.683,0.23,0.381,0.97,29.375,15179.0,64.591489,0.137722,400.0,2.6e-05,288.455319,0.282766,0.710675,2.620652,0.0868820511292204,0.3862300054072258,-0.0015258878813142,0.0018167312529046,0.1371438091195337,0.654534486610081,0.641750759091456,-5.478402704663971,15.697268617431986,2.010927325279104,1e-05,49999.9950000005,2.0107893328596953,0.6343878129270976,0.0330274309193917,0.004897128117999,25.0,1.0,0.0425726277089298,0.4553799875970167,0.0701180037334915,2.7440755832018513,13.335045717704944,71.81426184816227,147.2121227506202,0.9233485752149134,0.1010762324683749,3.3333333333333335e-05,2.049900938366121,-0.2642010943123968,0.0,17.82841034485387,7.7382147362383025,-0.0023928251494479,2.088273735085412e-05,0.3046306799410678,0.1980449719262066,0.4215897019670487,79.94989413766449,0.2204,1.015269137223976,0.3676131104665822,1.6629251639813698,4.523574150732076,0.0065811844342981,-266.688886624162,30000.0,0.439484126984127,0.602777777777778,0.5025410251322752
1507_twonorm,Tuning,2.0,20.0,20.0,0.0,7400.0,0.002703,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.499595,0.500405,0.5,0.000573,0.03794,0.03794,2.983385,2.983385,0.012862,0.895009,1.0,0.693147,1.0,2.359483,0.529703,0.693147,0.090767,7.636551,24.994946,9.0,10.0,0.45,0.001216,0.1,2.0,6.0,4.5,1.914854,3.0,5.0,4.5,0.707107,0.0,2.0,0.45,0.759155,0.978919,0.664189,0.684595,0.673014,0.006284,0.674459,0.674459,0.947838,0.435,0.085,0.004,0.01,0.105,0.831,0.023,0.007,0.084,0.782,0.052,0.017,1.0,370.0,4864583.0,1314.752162,0.177693,3703.0,0.0,1192.125135,0.200642,0.489029,1.644003,0.5360153281479253,0.3432738970153895,-0.0345969466899637,0.0188893909797457,0.668714539051232,1.4640163490105558,1.4225852529235308,4.634108610497355,15.610036587012894,1.932735226399206,0.001,499.9999995,1.7848773786395324,0.6144871495716524,0.4198385722533616,0.0414301483836748,25.0,1.0,-0.1312869244313015,0.9988839061877132,0.4652142907919193,0.6383561757739461,-1.574764161280296,2.4285461182533297,6.014127611175306,0.9409589177135186,0.1901417973635362,0.6157333333333334,2.4764312960621635,0.576023779195423,0.0,18.715083856216083,8.133881094658705,0.0329457144698807,0.003003307871607,0.2807216606585617,0.0509007983169177,0.2647686168128281,76.55610643535763,0.2301333333333333,2.604693347837364,2.0331587177909176,3.1762279778838103,1.5622134908057284,0.415756600886645,-76.40915643516243,30000.0,0.5,0.980480739078709,0.6650828825552519
1508_user-knowledge,Tuning,5.0,5.0,5.0,0.0,403.0,0.012407,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.059553,0.320099,0.2,0.128334,0.458011,0.458011,2.503316,2.503316,0.172811,0.968019,0.910601,1.418943,0.881639,1.840614,0.614412,1.418943,0.276247,5.13651,5.662941,8.0,9.0,1.6,0.019851,0.111111,2.0,6.0,4.0,1.632993,3.0,5.0,4.333333,0.707107,0.0,4.0,1.6,2.19089,0.863524,0.349876,0.57072,0.405955,0.092971,0.364764,0.384615,0.80397,6.001,0.6236,1.312,0.429,0.429,0.4018,0.2002,0.5,0.337,0.692,0.196,0.166,0.99,80.6,7261.0,36.034739,0.089639,129.0,8e-06,39.369727,0.139704,0.605075,1.75327,0.4914231605318817,0.2162338761310176,-0.0162549088815323,0.0222610416792512,0.7118930258309237,1.5584790821321004,1.52912881326716,5.445502067280955,15.656267551756573,1.9165032654593048,0.001,499.9999995,1.8328505550284315,0.609353645121504,0.3175696108044997,0.036253860170413,25.0,1.0,-0.1500775845912013,0.996689087384134,0.3412565597849258,1.13799841754689,-0.4612503925159679,2.3378795909966454,5.243039984466975,0.8810223832910221,0.2064146646332962,0.6089333333333333,2.2426475703265827,-0.1196034055998713,5.40156399870581e-96,18.3980750024366,7.847140201539144,-0.0052013660886974,0.0062447746903078,0.2855068904215833,0.0926720760805856,0.169014584483994,74.91951140642304,0.1972666666666666,2.927824713629433,2.0810052170770197,3.774644210181847,1.8138561975745064,0.4665450723242618,-27.854076112884485,30000.0,0.2,0.870350191139665,0.3462554114989011
1510_wdbc,Defaults,2.0,30.0,30.0,0.0,569.0,0.052724,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.372583,0.627417,0.5,0.180194,1.342335,1.342335,8.157269,8.157269,0.31973,0.879957,1.0,0.660316,0.952635,1.34376,0.422825,0.660316,0.191514,3.447878,6.016516,3.0,4.0,0.1,0.005272,0.25,2.0,2.0,2.0,0.0,2.0,4.0,3.25,0.957427,0.0,1.0,0.1,0.305129,0.940246,0.627417,0.922671,0.775747,0.110846,0.627417,0.627417,0.952548,3.405,17.077,0.0,0.517,0.998,0.539,0.049,0.022,0.072,0.558,0.047,0.018,0.998,18.967,24646.0,86.629174,0.152516,357.0,7e-06,248.070299,0.196982,0.789984,2.890001,0.5047689668547084,0.2568824076402084,-0.0262931887524786,0.0208552635587437,0.6862547144652205,1.671327570070577,1.6321877961906068,5.981233732909768,15.677564959829022,1.7020536056394648,0.001,499.9999995,1.6192253286076894,0.6800226674222474,0.3709998431364982,0.0398056004173056,25.0,1.0,-0.0831624092081686,0.9991398568292496,0.4087355361152877,1.007588770249347,-0.9313398883470668,2.3609122796678355,5.004366421408858,0.9278505129263576,0.1812001859270251,0.6805666666666667,2.1196748665777703,-0.2580870950751171,0.0,17.87437948504377,7.740886095203293,-0.0136276936308069,0.0022501493820394,0.2346912385474235,0.0597945015658609,0.1614532185405481,78.11911916376137,0.1457,3.459468586070946,2.3611999440561036,4.55773722808579,1.9302631441937577,0.53900939131831,-9.199744729984218,30000.0,0.5,0.983781229911487,0.6248770076880628
1511_wholesale-customers,Tuning,2.0,8.0,7.0,1.0,440.0,0.018182,0.875,0.125,2.0,3.0,2.5,0.707107,5.0,0.322727,0.677273,0.5,0.250701,3.438873,3.157683,26.353041,21.813836,0.230427,0.66699,1.0,0.628908,0.907323,0.56184,0.241386,0.725984,0.057993,10.844563,8.688068,4.0,5.0,0.5,0.009091,0.2,2.0,2.0,2.0,0.0,2.0,5.0,3.8,1.30384,0.0,2.0,0.5,0.755929,0.906818,0.677273,0.913636,0.750568,0.103629,0.677273,0.677273,0.868182,1.036,0.398,0.000481,0.418,0.62,0.568,0.309,0.492,0.2,0.521,0.132,0.083,0.982,55.0,15679.0,71.268182,0.162342,298.0,1.3e-05,130.877273,0.353046,0.695152,2.146295,0.5082308569305394,0.256030538702467,-0.018678153777548,0.0227884516195848,0.7212943805046794,1.5651065594614575,1.5223510063572274,5.459978087494186,15.642210993587994,1.9857945189239337,0.01,49.999999995,1.909141110615689,0.5934197806593553,0.3395384353589064,0.0378191199234895,25.0,1.0,-0.1953182919309034,0.9963351572593746,0.3573022989362431,0.9380608052481,-0.94061463522572,81.32940708187371,183.46502150887264,0.7607231035383153,0.1532555668383067,6.666666666666667e-05,2.2558263743909692,-0.0529955289387883,4.114745372543047e-20,12.74062321286254,5.59150912141693,-0.0033864877401037,0.0035471860639033,0.3010164810300984,0.1035893193558576,0.2118469377337412,76.45768460155499,0.1959333333333333,3.730708484257449,1.6913412374290089,5.77007573108589,3.4115384899226564,0.5717913148075968,-8.677060453594805,30000.0,0.49438202247191,0.928961928818213,0.6059149555764781
1512_heart-long-beach,Defaults,5.0,13.0,13.0,0.0,200.0,0.065,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.05,0.28,0.2,0.089513,0.983174,0.983174,4.628512,4.628512,0.205267,0.501362,0.535807,1.507281,0.936526,0.996816,0.377717,1.507281,0.048429,31.12382,19.583238,9.0,10.0,0.692308,0.045,0.1,2.0,6.0,3.6,1.67332,3.0,6.0,4.6,0.966092,0.0,2.0,0.692308,0.751068,0.1,0.28,0.35,0.299615,0.023493,0.28,0.335,0.345,0.101,0.529,1.559,0.307,1.296,0.4002,0.1998,0.5,0.789,1.19,0.663,0.509,1.0,15.308,849.0,8.49,0.042663,56.0,3.3e-05,39.24,0.081356,0.655172,2.684416,0.3659962770903838,0.1819453793275617,-0.0060942758850581,0.0079496596778394,0.5310222969098722,1.7757060794799706,1.7606946636081988,6.609568825313469,15.661252420922052,1.678715631815611,0.01,49.999999995,1.588654529955874,0.6923230774359145,0.1155294211980228,0.0138036367860618,25.0,1.0,-0.0658083911313301,0.8179920877427792,0.1443018013614672,1.843576673111064,2.2999650939737544,96.65480562306466,198.01559803678032,0.8028697929143785,0.1258078661829875,3.3333333333333335e-05,2.0486885960849315,-0.542340428238113,0.0,16.052475087516402,7.394038854960136,-0.0105841930981623,0.0001396306370962,0.2267502238635156,0.2372217853698854,0.5195275326734006,82.15401116496167,0.1588333333333333,1.1492794360566354,0.4302067130279835,1.8683521590852872,4.342917259311605,0.0604256359843954,-249.19853575911273,30000.0,0.174885620915033,0.408662644544997,0.2173827935729848
1519_robot-failures-lp4,Tuning,3.0,90.0,90.0,0.0,117.0,0.769231,1.0,0.0,3.0,3.0,3.0,0.0,3.0,0.179487,0.615385,0.333333,0.2446,1.490739,1.490739,9.130304,9.130304,0.268852,0.997654,0.520228,0.932018,0.84836,0.395209,0.164815,0.932018,0.093732,9.943472,3.216391,5.0,6.0,0.055556,0.042735,0.166667,2.0,4.0,2.5,1.0,2.0,5.0,4.0,1.095445,0.0,2.0,0.055556,0.274828,0.91453,0.615385,0.726496,0.639221,0.033325,0.615385,0.683761,0.863248,1.082,6.313,0.0,0.94,1.362,0.513333,0.258667,0.5,0.284,0.869,0.138,0.113,0.948,1.289,1056.0,18.051282,0.155615,72.0,0.000149,20.811966,0.290096,0.653706,1.866588,0.4824822757345133,0.1902114944466091,-0.0125307291628069,0.0190629787388848,0.6965857636380277,1.590361814001796,1.551972960055439,5.577990652984145,15.69027507185747,1.7392605821012728,0.001,499.9999995,1.7097334536890574,0.6888562952098404,0.2661728964856818,0.0341803014973936,25.0,1.0,-0.1825215630392074,0.9859747652169712,0.2857328056699144,1.1508342262928246,-0.0762279460719796,3.2228734689679452,9.47588205883774,0.8762220531137437,0.1897888946879085,0.6399333333333334,2.940196737499981,0.2844849401058997,0.0,13.613024518075676,6.179889691495519,0.0131535409119579,0.000443578511113,0.2448533435419605,0.1263096252790368,0.2963530079566752,80.01505598190258,0.1715333333333333,2.6758236553730823,2.186012873738254,3.165634437007911,1.4481316533113453,0.4274574887589027,-63.40655811176225,30000.0,0.333333333333333,0.939393939393939,0.4488647607022605
1520_robot-failures-lp5,Tuning,5.0,90.0,90.0,0.0,164.0,0.54878,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.128049,0.286585,0.2,0.07207,1.322368,1.322368,6.606508,6.606508,0.289924,0.98969,0.355993,1.558298,0.968225,0.408323,0.159193,1.558298,0.108791,14.323709,2.753263,7.0,8.0,0.077778,0.042683,0.125,2.0,6.0,3.5,1.914854,3.0,5.0,4.125,0.64087,0.0,1.0,0.077778,0.269322,0.707317,0.310976,0.420732,0.365515,0.030867,0.371951,0.310976,0.646341,1.207,2.6758,0.0,0.957,1.331,0.3996,0.2002,0.5,0.521,0.954,0.362,0.185,0.969,1.811,1121.0,13.670732,0.08387,47.0,4.6e-05,13.268293,0.141526,0.865714,2.428307,0.4974728198393278,0.1830427409648165,-0.0129096905566887,0.0163681022454878,0.7222704355766125,1.2349327307059812,1.2509014437379071,2.9524867211272667,15.697437654807208,2.8233967520791023,0.001,499.9999995,2.8056530904085553,0.3463782126070869,0.2426722881199881,0.033202386573559,25.0,1.0,-0.1222001428556108,0.9833944926206784,0.257166749236428,1.3978477346830689,0.6599116051476988,43.48691289512146,135.99127005511684,0.5794391189109843,0.3313138489003839,0.0001666666666666,3.1271769137323555,0.1319685742554205,1.2613556027411592e-116,22.018715112510183,8.545357236025456,0.0039715375812127,0.0014530977309952,0.6118518586583349,0.1845531512675747,0.2452536472270942,67.86305081251311,0.4408333333333333,2.241943669338329,1.6005113507736846,2.883375987902973,1.801534232485981,0.3506246963934641,-120.9391478678922,30000.0,0.193772893772894,0.721672771672772,0.2905543722018722
1523_vertebra-column,Tuning,3.0,6.0,6.0,0.0,310.0,0.019355,1.0,0.0,3.0,3.0,3.0,0.0,3.0,0.193548,0.483871,0.333333,0.14546,0.773325,0.773325,6.471457,6.471457,0.334149,0.772152,0.755814,1.034079,0.941259,1.183229,0.409369,1.034079,0.161346,6.409085,6.333496,4.0,5.0,0.666667,0.012903,0.2,2.0,2.0,2.0,0.0,2.0,5.0,3.8,1.30384,0.0,2.0,0.666667,0.816497,0.835484,0.483871,0.780645,0.604839,0.107294,0.503226,0.483871,0.770968,0.776,1.697,0.047,0.706,2.371,0.663,0.333667,0.5,0.368,0.671,0.229,0.209,1.0,51.667,6696.0,43.2,0.139806,150.0,1.7e-05,43.267742,0.263128,0.661421,1.779687,0.5005302757458131,0.2423335609706167,-0.0170434580277756,0.0220284222609958,0.7163183599466503,1.5808284729880562,1.5549239586351296,5.565702975726724,15.639370173277229,1.9349198971660095,0.01,49.999999995,1.815136296888794,0.6349878329277643,0.3236595785022592,0.0364945459180221,25.0,1.0,-0.1911888333858287,0.9960450603652145,0.3427801207843787,0.957177320641113,-0.8712960583801834,96.14160507887856,226.46375985779807,0.5368458864858766,0.363797946380237,0.0001,2.3555229775079733,-0.1134888617235764,1.468558797343088e-86,12.71728417415576,5.527689387322629,-0.0070376697155717,0.0028283636669919,0.2702727492829957,0.1024947486387814,0.195829080856205,77.729269753972,0.187,2.7383341711005293,0.9778872090512328,4.4987811331498255,4.6005112772771,0.4374864459198474,-114.96898553634897,30000.0,0.328395061728395,0.877777777777778,0.4610846502057611
1527_volcanoes-a1,Tuning,5.0,3.0,3.0,0.0,3252.0,0.000923,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.017835,0.907749,0.2,0.395663,0.295738,0.295738,2.298713,2.298713,0.123768,0.643607,0.986762,0.43429,0.26984,2.427129,0.600321,0.43429,0.075197,5.775353,31.276858,14.0,15.0,4.666667,0.004305,0.066667,2.0,8.0,4.0,2.309401,2.0,8.0,5.933333,1.533747,4.0,6.0,4.666667,1.154701,0.911439,0.907749,0.910209,0.908569,0.00142,0.907749,0.907749,1.0,0.704,1.3794,6.617,0.691,0.823,0.0752,0.0368,0.5,0.155,0.299,0.119,0.607,0.871,542.0,737636.0,453.650677,0.139542,2952.0,1e-06,2177.591636,0.418341,0.684568,2.621666,0.2872356713941273,0.1374829072788638,-0.0041478225346313,0.0104314616434522,0.48139424747542,1.782855498050578,1.7997992553465711,6.742151227892114,15.677147182641184,1.659820688479032,0.0001,4999.99995,1.638713360487725,0.6814227140904697,0.1605184052925634,0.0199457789000562,25.0,1.0,-0.2030299065361703,0.9364172615499616,0.1817081328210706,1.8921991402907248,2.403341707817467,86.36157831414384,187.12649542017672,0.9238809850049274,0.1382334913605583,3.3333333333333335e-05,2.1667794761635104,-0.5188103607663219,0.0,15.814829553167128,7.219440407927882,-0.0130581794131962,0.0003391270166744,0.2375934223843141,0.172837425890443,0.3800488513862325,81.52881051019942,0.1560666666666666,1.743824083278327,1.1979499295630591,2.289698236993595,1.9113471944748384,0.2415026712418886,-183.87879960980857,30000.0,0.191116036621282,0.395896935603482,0.2190431337171945
1528_volcanoes-a2,Tuning,5.0,3.0,3.0,0.0,1623.0,0.001848,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.017868,0.906346,0.2,0.394879,0.308114,0.308114,2.309065,2.309065,0.137433,0.646678,0.987686,0.439396,0.273012,2.181351,0.591332,0.439396,0.069975,6.27937,30.17347,6.0,7.0,2.0,0.003697,0.142857,2.0,4.0,3.0,1.154701,2.0,5.0,4.285714,1.112697,1.0,3.0,2.0,1.0,0.909427,0.906346,0.906346,0.906346,0.0,0.906346,0.906346,0.877388,0.717,1.3436,6.255,0.795,0.888,0.0762,0.0376,0.5,0.158,0.302,0.123,0.599,0.893,541.0,182859.0,225.334566,0.138924,1471.0,4e-06,1081.678373,0.417851,0.683073,2.619494,0.27767726952201,0.1387100414734263,-0.0042577528587341,0.0107158947009187,0.4694697304196854,1.7905715509847215,1.8152143849791105,6.810118911038101,15.704487038073772,1.6846727026006785,0.0001,4999.99995,1.6671437697486142,0.675022500750025,0.1688938122523643,0.0209892926874239,25.0,1.0,-0.2119684182955702,0.9366083490183704,0.1900128661614195,1.8725165187592665,2.2486180509745184,85.90544861851035,198.2293230611762,0.9209318097400332,0.1380925148407223,3.3333333333333335e-05,2.307529106116102,-0.5045786263065646,0.0,15.302020093887052,7.068500056051174,-0.0135640071796189,0.0003927840106752,0.242681033602682,0.1795133233480926,0.3909039789817682,81.02986798734572,0.1588666666666666,2.6380727136333424,1.3799719895436429,3.896173437723042,2.823371392493759,0.4212867619059263,-141.30358009435716,30000.0,0.191692061439961,0.390532453851782,0.2191411281209194
1529_volcanoes-a3,Defaults,5.0,3.0,3.0,0.0,1521.0,0.001972,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.019066,0.900066,0.2,0.391371,0.287709,0.287709,2.279028,2.279028,0.139463,0.640834,0.98667,0.462041,0.287082,2.19188,0.598292,0.462041,0.072898,6.338168,29.0677,9.0,10.0,3.0,0.005917,0.1,2.0,4.0,2.571429,0.9759,2.0,8.0,5.6,1.95505,2.0,5.0,3.0,1.732051,0.904668,0.900066,0.900066,0.900066,0.0,0.900066,0.900066,0.872452,0.694,1.2608,6.036,0.792,0.919,0.0814,0.04,0.5,0.164,0.317,0.128,0.609,0.895,507.0,159006.0,209.080868,0.137553,1369.0,4e-06,999.990138,0.38001,0.683824,2.619359,0.2689771242593953,0.1508941802744406,-0.0032629235676788,0.0105007121313626,0.470958245033649,1.746046719169488,1.7698151758120824,6.6004204708183245,15.668454271747231,1.6857817327070528,0.01,49.999999995,1.6379094672522605,0.6841228040934698,0.1579201342142548,0.0198074385029577,25.0,1.0,-0.2346999193263562,0.9272302444328052,0.1841071466250576,1.9458144969822468,2.7174144062091266,89.10231732647357,204.6718488269395,0.9175406309848064,0.1448921206863394,3.3333333333333335e-05,2.2970429385917477,-0.5411414049181831,0.0,15.032307964954132,6.97501679342923,-0.0142836265848114,0.0003501502342031,0.2370267697386582,0.2012474050753963,0.4126487042856075,81.59775484542939,0.1542333333333333,2.021414647340566,1.1789942246084346,2.8638350700726978,2.429049278016099,0.3056554083107268,-149.79528664696988,30000.0,0.189618815896188,0.37296799472427,0.2174053921220435
1530_volcanoes-a4,Tuning,5.0,3.0,3.0,0.0,1515.0,0.00198,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.019142,0.90099,0.2,0.39189,0.305621,0.305621,2.33899,2.33899,0.159103,0.611125,0.986273,0.458564,0.284922,2.186017,0.596692,0.458564,0.067981,6.745458,31.156239,7.0,8.0,2.333333,0.00462,0.125,2.0,4.0,2.8,1.095445,2.0,6.0,4.625,1.30247,2.0,3.0,2.333333,0.57735,0.90429,0.90099,0.90099,0.90099,0.0,0.90099,0.90099,0.868647,0.591,1.205,6.773,0.683,0.806,0.0804,0.0396,0.5,0.176,0.344,0.131,0.626,0.888,505.0,157935.0,208.49505,0.137711,1365.0,4e-06,997.894389,0.40631,0.683045,2.619103,0.2041241535010789,0.1137215617337945,-0.0022014922760495,0.0080830799976607,0.3905594488863322,1.880394990436448,1.9306473417578065,7.344798319265243,15.663253262478918,1.5979609750788115,0.0001,4999.99995,1.5810539634944265,0.703956798559952,0.1401506303317153,0.018722699386538,25.0,1.0,-0.2457107866611051,0.9326059160960808,0.1606846409715442,2.226304187235229,3.876728140571734,91.11208410369451,282.63538820970876,0.919742581344732,0.1424570418798562,3.3333333333333335e-05,3.1020625967466486,-0.4881363170128642,0.0,14.93956202196162,6.953091642869325,-0.0112808314919345,0.0002613376587834,0.2238338313432328,0.1556913583194941,0.3646150747861056,82.03991799461144,0.1488333333333333,1.887381341565982,0.472058472565406,3.3027042105665583,6.996387952981728,0.2758596573488705,-199.62696323350943,30000.0,0.191856401693601,0.389837296678492,0.214476553632904
1531_volcanoes-b1,Defaults,5.0,3.0,3.0,0.0,10176.0,0.000295,1.0,0.0,5.0,5.0,5.0,0.0,5.0,0.002555,0.962166,0.2,0.426118,0.270716,0.270716,2.675037,2.675037,0.104143,0.481281,0.997886,0.20434,0.126964,2.536671,0.549643,0.20434,0.025321,8.070028,99.18093,2.0,3.0,0.666667,0.000197,0.333333,2.0,2.0,2.0,0.0,2.0,3.0,2.666667,0.57735,0.0,2.0,0.666667,1.154701,0.960888,0.962166,0.964721,0.963018,0.001475,0.962166,0.962166,0.944182,0.294,0.2364,6.504,0.372,0.499,0.0302,0.0148,0.5,0.078,0.263,0.056,0.698,0.902,3390.0,8099069.0,1591.798153,0.156442,9791.0,0.0,7398.141706,0.593925,0.677461,2.569753,0.2830731510621139,0.1464683982044362,-0.0047593216115862,0.0102025816603973,0.4980333726951141,1.6271565921969309,1.623792976318406,5.971293660579155,15.630012100580782,1.9564936224139688,0.0001,4999.99995,1.9294400552990951,0.5903196773225774,0.1630569935989589,0.0190175822768912,25.0,1.0,-0.3197453260197817,0.9605760786089572,0.1834591725017562,1.5106869635933893,0.8229437421657289,83.69332871913191,191.70755416824187,0.9300269332970658,0.1339521314119876,3.3333333333333335e-05,2.290595404701786,-0.4506024395447056,0.0,16.351259193469282,7.380025506630831,-0.0112015392222917,0.0005129457899748,0.3065480360169441,0.1473719347782956,0.2998712226661002,78.58346730772149,0.2024333333333333,2.739453193580494,1.5595804421039663,3.9193259450570217,2.513064308351485,0.4376638844593818,-91.14184189129328,30000.0,0.195506274684956,0.303657615839053,0.2113928593443966
